unix_time_offset,x_norm,y_norm,z,qx,qy,qz,qw
1221.22386431694,2954.5814268114,-308.926847010036,1.786933548,-0.025692907,0.019076828,0.663077808,0.747866145
1221.41587042809,2954.64384762337,-308.416884533013,1.783346779,-0.028959034,0.02096495,0.662037779,0.748617275
1221.60776424408,2954.70737435529,-307.931497132988,1.778292279,-0.032907442,0.019543682,0.660963545,0.74944135
1221.79966187477,2954.76964517543,-307.460023913998,1.775740853,-0.034286162,0.016503405,0.659710504,0.750555892
1222.02250218391,2954.85221853945,-306.825395405991,1.779300785,-0.031022548,0.012248545,0.658258999,0.752052302
1222.21353435516,2954.90993178822,-306.389994842,1.784143583,-0.027241644,0.010308537,0.657766812,0.752658254
1222.40530753136,2954.98728202935,-305.825093341991,1.791007169,-0.023256675,0.010019473,0.657808755,0.752759178
1222.61222696304,2955.05844613118,-305.301073653973,1.794032461,-0.022848755,0.012892115,0.658090247,0.752481864
1222.80410885811,2955.11835696409,-304.82985814102,1.788535681,-0.025226303,0.017100542,0.658483787,0.751977597
1222.9960091114,2955.17888219142,-304.314547499991,1.777712393,-0.027810822,0.020597256,0.658752375,0.75156345
1223.20391130447,2955.23698436609,-303.780952251051,1.766721882,-0.028647173,0.018240599,0.658609285,0.751718318
1223.42674851418,2955.30056203343,-303.184613081045,1.765197738,-0.025707945,0.00987841,0.657725974,0.752753653
1223.61771798134,2955.35388319241,-302.690178705961,1.771868078,-0.020735897,0.004090875,0.65699227,0.753600986
1223.82462143898,2955.40270622028,-302.246192915016,1.78245408,-0.018049063,0.003278948,0.656946555,0.75371394
1224.00048875809,2955.46272733808,-301.6961075,1.79794253,-0.01919301,0.007001364,0.657650623,0.753045993
1224.1923956871,2955.51701688115,-301.186885606032,1.811364091,-0.024103875,0.012020665,0.658333444,0.752244364
1224.41623449326,2955.57249222742,-300.669493103051,1.814757148,-0.029464088,0.014399023,0.658917862,0.751499692
1224.62306308746,2955.64364462532,-300.048795685056,1.808572427,-0.034467472,0.012198697,0.659399282,0.750903304
1224.79905533791,2955.7002088693,-299.594596239971,1.800876577,-0.035583811,0.00776447,0.659872625,0.750494254
1225.02297282219,2955.76527964324,-299.096150347032,1.791284448,-0.035499491,0.002959337,0.660585835,0.749904916
1225.21387171745,2955.84831102844,-298.501464313013,1.780446717,-0.034928261,0.000872719,0.66103752,0.74953896
1225.421033144,2955.92306055129,-297.992436161963,1.774503868,-0.033133423,0.003028097,0.661149841,0.749515773
